"word","positive","negative","freq"
"antisense",0.45,0.02,519
"solithromycin",0.486,0.056,461
"lessors",0.438,0.008,491
"nurture",0.434,0.004,578
"rituximab",0.452,0.024,419
"cycle",0.468,0.04,90238
"applied",0.434,0.006,9667
"language",0.452,0.024,9604
"furthermore",0.434,0.006,7327
"bases",0.472,0.044,4568
"agribusiness",0.558,0.13,560
"cardiologists",0.432,0.004,490
"avocados",0.494,0.066,479
"cutaneous",0.428,0,301
"platforms",0.494,0.066,49044
"body",0.474,0.046,8037
"ips",0.428,0,1363
"allograft",0.47,0.042,251
"hydrophilic",0.584,0.158,383
"variables",0.434,0.008,8353
"specialties",0.468,0.042,3351
"robotics",0.474,0.048,2385
"bacterial",0.494,0.068,821
"rescheduling",0.45,0.024,295
"main",0.438,0.012,33773
"dialogue",0.438,0.012,10405
"promoter",0.434,0.008,662
"stadium",0.472,0.046,733
"sequences",0.428,0.002,317
"procedural",0.462,0.036,2178
"transmitter",0.524,0.098,693
"acceptances",0.516,0.09,474
"virtualize",0.432,0.006,196
"decreased",0.482,0.058,97647
"someone",0.432,0.008,16446
"demonstrating",0.428,0.004,11019
"failed",0.442,0.018,3354
"oleds",0.428,0.004,263
"researchers",0.486,0.062,1857
"compressed",0.438,0.014,2889
"containing",0.434,0.01,2693
"privatization",0.45,0.026,344
"leds",0.462,0.038,907
"itunes",0.468,0.044,734
"advertisements",0.428,0.004,403
"reconnaissance",0.434,0.01,361
"satellites",0.504,0.08,3143
"yeah",0.558,0.136,33524
"assuming",0.434,0.012,57905
"hedged",0.452,0.03,9335
"attendance",0.57,0.148,7437
"crystal",0.44,0.018,4780
"colleges",0.434,0.012,1196
"cmts",0.564,0.142,302
"vast",0.428,0.006,19396
"subset",0.424,0.002,3662
"metro",0.52,0.098,4150
"drink",0.488,0.066,2237
"fractures",0.422,0,714
"prerequisite",0.422,0,262
"technical",0.45,0.03,24101
"basic",0.46,0.04,21428
"hundreds",0.432,0.012,10303
"respects",0.432,0.012,2735
"untapped",0.42,0,2117
"followup",0.436,0.016,681
"electing",0.43,0.01,466
"terawatt",0.45,0.03,411
"purchased",0.444,0.024,25619
"experiences",0.474,0.054,13039
"acre",0.454,0.034,2840
"tonnes",0.516,0.096,2787
"confidential",0.426,0.006,1670
"prototyping",0.462,0.042,1283
"fuels",0.452,0.034,3016
"pit",0.428,0.01,1664
"bare",0.436,0.018,1064
"screened",0.424,0.006,687
"probes",0.448,0.03,642
"soldiers",0.432,0.014,351
"stated",0.438,0.02,40906
"responsible",0.428,0.01,11553
"streams",0.458,0.04,10407
"pfs",0.49,0.072,1484
"gratified",0.426,0.008,976
"upmarket",0.422,0.004,1275
"ankle",0.566,0.148,1049
"taxpayers",0.418,0,525
"converter",0.482,0.064,749
"additions",0.43,0.014,18411
"newer",0.44,0.024,17353
"requires",0.42,0.004,13913
"eligible",0.452,0.036,6909
"nail",0.43,0.014,2053
"offense",0.506,0.09,2035
"recoverable",0.432,0.016,1153
"pioneered",0.416,0,594
"biochemical",0.428,0.012,302
"taconite",0.502,0.086,229
"predictability",0.428,0.012,3400
"undergo",0.418,0.002,875
"preserved",0.42,0.004,602
"fatigue",0.434,0.018,770
"reservations",0.45,0.034,1193
"trivago",0.53,0.116,514
"stability",0.428,0.014,19326
"supplement",0.43,0.016,11285
"corresponding",0.43,0.016,10479
"listeners",0.418,0.004,6135
"eur",0.51,0.096,2932
"certificate",0.446,0.032,1722
"metric",0.44,0.026,25236
"municipals",0.484,0.07,495
"invisibleshield",0.548,0.134,245
"proximity",0.416,0.004,2233
"variety",0.428,0.016,31004
"matrix",0.428,0.016,1706
"conserve",0.416,0.004,1063
"polishing",0.488,0.076,609
"genotypes",0.412,0,305
"award",0.484,0.072,16197
"criteria",0.452,0.04,13602
"task",0.45,0.038,5906
"therein",0.414,0.002,909
"infancy",0.418,0.006,911
"isps",0.454,0.042,200
"lawsuit",0.482,0.072,3027
"issuer",0.454,0.044,2027
"diet",0.426,0.016,1175
"combustion",0.444,0.034,1015
"nonhuman",0.414,0.004,419
"shows",0.488,0.078,45417
"crews",0.498,0.088,5506
"advisory",0.52,0.11,10646
"issuances",0.422,0.012,1657
"intermittent",0.412,0.002,637
"intervenors",0.45,0.04,303
"subgroup",0.412,0.002,544
"resubmission",0.414,0.004,545
"burners",0.432,0.022,300
"listings",0.564,0.156,3095
"organ",0.456,0.048,853
"chronic",0.482,0.074,7017
"parent",0.524,0.116,8346
"exactly",0.42,0.012,76637
"delivers",0.408,0,5690
"unable",0.408,0,5666
"emissions",0.454,0.046,5339
"consortium",0.46,0.052,1513
"acts",0.41,0.002,1192
"frameworks",0.484,0.076,685
"transplantation",0.41,0.002,594
"peptide",0.408,0,311
"cytotoxic",0.416,0.008,305
"rebuttal",0.456,0.048,251
"generated",0.428,0.02,83737
"billing",0.502,0.094,10104
"completing",0.416,0.008,14214
"predictions",0.412,0.004,6338
"meantime",0.412,0.004,6855
"oreo",0.53,0.122,3690
"fatty",0.416,0.008,475
"chamber",0.414,0.006,532
"ventilator",0.408,0,261
"whales",0.466,0.06,194
"bearing",0.448,0.042,5668
"realized",0.442,0.036,40902
"substantially",0.42,0.014,36680
"hedges",0.474,0.068,11741
"database",0.51,0.104,8654
"crew",0.522,0.116,5866
"images",0.456,0.05,1674
"uniqueness",0.416,0.01,1071
"tableau",0.468,0.062,665
"principals",0.41,0.004,448
"desks",0.42,0.014,447
"multiplexing",0.458,0.052,242
"crowds",0.432,0.026,202
"products",0.57,0.164,510570
"seasonality",0.464,0.058,49534
"idea",0.412,0.006,40046
"prescribed",0.412,0.006,1889
"virtue",0.41,0.004,2214
"clock",0.484,0.078,2476
"crystalline",0.528,0.122,326
"downgrade",0.462,0.058,1091
"seats",0.558,0.154,6668
"card",0.528,0.124,32292
"capitalization",0.424,0.02,5671
"instrumentation",0.496,0.092,3276
"mice",0.408,0.004,603
"intel",0.446,0.042,492
"sis",0.452,0.048,400
"rheumatology",0.404,0,232
"rectal",0.416,0.012,190
"banking",0.546,0.142,34272
"anybody",0.41,0.006,17954
"trusted",0.42,0.016,4438
"concentrations",0.412,0.008,1977
"pcr",0.482,0.078,649
"migalastat",0.404,0,223
"ultrafast",0.454,0.05,195
"lsv",0.536,0.132,474
"disconnects",0.426,0.024,543
"end",0.462,0.06,613415
"instead",0.408,0.006,19528
"foreseeable",0.416,0.014,9619
"achievements",0.408,0.006,6650
"upcoming",0.412,0.01,23664
"placement",0.488,0.086,9334
"bid",0.502,0.1,20265
"signals",0.406,0.004,5126
"installing",0.414,0.012,2958
"queries",0.438,0.036,537
"forensics",0.432,0.03,499
"licensure",0.436,0.034,380
"small",0.458,0.058,147575
"fee",0.51,0.11,52748
"page",0.488,0.088,25530
"insurers",0.436,0.036,2654
"lets",0.414,0.014,2233
"orthopedic",0.454,0.054,1693
"amortizing",0.414,0.014,1376
"beers",0.452,0.052,591
"insect",0.406,0.006,282
"transmit",0.404,0.004,605
"baccarat",0.4,0,288
"ferry",0.426,0.026,253
"alumina",0.53,0.13,1335
"webinar",0.438,0.038,509
"expenditure",0.428,0.03,8274
"ships",0.442,0.044,4172
"injectable",0.426,0.028,1739
"downgrades",0.446,0.048,1375
"loadings",0.44,0.042,1164
"statute",0.404,0.006,1000
"antitumor",0.42,0.022,516
"deformity",0.4,0.002,501
"bla",0.402,0.004,416
"ligand",0.398,0,318
"cider",0.422,0.024,310
"interested",0.406,0.008,33569
"prepaid",0.496,0.098,7148
"contrast",0.404,0.006,6992
"professionals",0.468,0.07,10346
"liens",0.458,0.06,298
"untreated",0.424,0.026,882
"receivers",0.534,0.136,910
"converters",0.482,0.084,865
"chipotle",0.55,0.152,749
"standalone",0.48,0.084,7401
"asking",0.402,0.006,33007
"allowed",0.414,0.018,27582
"scenario",0.438,0.042,17719
"suspended",0.42,0.024,3094
"draft",0.464,0.068,2892
"viability",0.406,0.01,1963
"accountants",0.402,0.006,838
"sponsorships",0.398,0.002,757
"amyloidosis",0.408,0.012,475
"prosecution",0.42,0.024,235
"merits",0.404,0.008,1629
"spud",0.446,0.05,2150
"preopening",0.508,0.112,2516
"sedation",0.4,0.004,195
"position",0.422,0.028,221613
"methodology",0.41,0.016,8622
"payer",0.458,0.064,7300
"producer",0.43,0.036,6444
"tvs",0.454,0.06,2893
"credible",0.398,0.004,1399
"modality",0.484,0.09,894
"enforce",0.398,0.004,827
"substations",0.406,0.012,434
"estrogen",0.468,0.074,427
"disallowance",0.412,0.018,261
"calendar",0.46,0.066,44654
"busy",0.428,0.034,14277
"exploring",0.398,0.004,7588
"hydro",0.568,0.174,1953
"monoclonal",0.436,0.042,1180
"obesity",0.436,0.042,676
"glycemic",0.394,0,212
"metastasis",0.394,0,195
"represents",0.414,0.022,63139
"chance",0.408,0.016,21517
"sulfur",0.426,0.034,1897
"depletions",0.432,0.04,946
"bipolar",0.406,0.014,804
"pathogen",0.416,0.024,624
"displacements",0.406,0.014,404
"dexamethasone",0.392,0,274
"dispatched",0.4,0.008,265
"faster",0.41,0.018,58867
"surface",0.414,0.022,8393
"predictable",0.398,0.006,9031
"vedotin",0.418,0.026,349
"nitrate",0.534,0.142,343
"bring",0.41,0.02,98590
"employees",0.468,0.078,82655
"allow",0.396,0.006,62821
"modeling",0.408,0.018,26118
"spreads",0.48,0.09,16113
"obtained",0.4,0.01,4623
"quantitative",0.414,0.024,4200
"educators",0.486,0.096,838
"messenger",0.39,0,320
"germanium",0.478,0.088,256
"absolute",0.408,0.018,22882
"reseller",0.536,0.146,2544
"satisfactory",0.4,0.01,1319
"grams",0.466,0.076,770
"gallium",0.526,0.136,913
"saturated",0.394,0.004,625
"amplification",0.406,0.016,450
"hematopoietic",0.392,0.002,254
"keywords",0.406,0.016,296
"forces",0.396,0.008,6943
"speculative",0.396,0.008,1863
"cirrhosis",0.41,0.022,603
"leach",0.394,0.006,520
"offloading",0.408,0.02,407
"hypercholesterolemia",0.388,0,260
"definitely",0.428,0.04,65663
"wondering",0.408,0.02,144216
"goodwill",0.498,0.11,10562
"notice",0.404,0.016,11743
"directed",0.396,0.008,5714
"leasehold",0.43,0.042,2256
"osteoporosis",0.396,0.008,508
"adjudicated",0.424,0.036,450
"kits",0.47,0.082,3424
"colocation",0.4,0.012,385
"definition",0.41,0.024,10556
"entities",0.402,0.016,8762
"produces",0.388,0.002,2848
"deliverables",0.398,0.012,874
"correspondingly",0.406,0.02,739
"advancements",0.386,0,2746
"amendment",0.46,0.074,5171
"maps",0.392,0.006,1761
"greenhouse",0.404,0.018,1156
"interfere",0.386,0,375
"reassuring",0.392,0.006,436
"subcutaneously",0.388,0.002,244
"close",0.42,0.036,141279
"annual",0.428,0.044,120380
"ultimately",0.406,0.022,53421
"anywhere",0.39,0.006,18740
"former",0.412,0.028,11777
"agricultural",0.482,0.098,5143
"commensurate",0.39,0.006,3088
"vicinity",0.392,0.008,783
"defects",0.384,0,688
"married",0.388,0.004,572
"abnormalities",0.388,0.004,311
"asked",0.398,0.014,46688
"statement",0.398,0.014,63437
"wrote",0.406,0.022,3353
"damages",0.408,0.024,2000
"cogs",0.39,0.006,1415
"videos",0.418,0.034,2012
"phenotype",0.384,0,339
"essence",0.426,0.042,5120
"densities",0.39,0.006,393
"acetadote",0.562,0.178,233
"niraparib",0.384,0,560
"offer",0.418,0.036,64418
"either",0.386,0.004,65044
"involve",0.388,0.006,21555
"fluctuate",0.388,0.006,6383
"acknowledge",0.394,0.012,5477
"migrated",0.414,0.032,2245
"subsidies",0.394,0.012,2143
"complying",0.392,0.01,766
"terminating",0.392,0.01,668
"neighbor",0.39,0.008,407
"passport",0.408,0.026,392
"irrigated",0.432,0.05,240
"ing",0.382,0,204
"attributed",0.428,0.046,10063
"visual",0.55,0.168,3996
"liberty",0.384,0.002,888
"uniform",0.432,0.05,2433
"drawings",0.402,0.02,393
"glaucoma",0.396,0.014,1130
"graft",0.398,0.016,794
"restaurateurs",0.566,0.184,241
"displays",0.464,0.084,5180
"ramps",0.432,0.052,6698
"warmer",0.486,0.106,2807
"worlds",0.382,0.002,1147
"arteries",0.386,0.006,190
"regard",0.436,0.056,55385
"detect",0.464,0.084,2478
"lens",0.424,0.044,3380
"budgeted",0.398,0.018,3474
"knocking",0.398,0.018,1143
"adrs",0.436,0.056,485
"bendamustine",0.448,0.07,260
"reimbursed",0.392,0.014,3007
"universal",0.404,0.026,2806
"undeveloped",0.386,0.008,1254
"airborne",0.394,0.016,674
"libraries",0.458,0.08,649
"contra",0.386,0.008,572
"toxic",0.396,0.018,525
"directory",0.462,0.084,492
"appropriation",0.406,0.028,333
"unapproved",0.378,0,216
"effect",0.43,0.052,96982
"paying",0.396,0.018,38422
"depth",0.394,0.016,12329
"uptick",0.412,0.034,25842
"accrual",0.436,0.058,10268
"bottle",0.462,0.084,1565
"disorders",0.432,0.054,2406
"socket",0.386,0.008,512
"adapters",0.388,0.01,403
"photonics",0.396,0.018,556
"divestment",0.38,0.002,829
"multifocal",0.39,0.012,206
"operation",0.412,0.036,41613
"meaning",0.39,0.014,28444
"ore",0.482,0.106,6185
"extends",0.38,0.004,4058
"island",0.408,0.032,1882
"posterior",0.44,0.064,480
"progesterone",0.418,0.042,410
"dropout",0.384,0.008,379
"reconstructive",0.408,0.032,371
"couples",0.384,0.008,312
"rvo",0.458,0.082,193
"towards",0.398,0.022,117040
"brings",0.38,0.004,21798
"proven",0.402,0.026,19936
"impairment",0.498,0.122,28535
"sheets",0.39,0.014,3704
"speech",0.404,0.028,1502
"tender",0.46,0.084,6094
"corporations",0.386,0.01,2258
"crm",0.464,0.088,2694
"unexpectedly",0.39,0.014,769
"dossier",0.402,0.026,406
"mediated",0.38,0.004,281
"orthodontists",0.42,0.046,218
"projects",0.55,0.176,181633
"addressing",0.382,0.008,15539
"pilot",0.464,0.09,13841
"generations",0.38,0.006,2158
"triggers",0.388,0.014,1263
"uniforms",0.474,0.1,787
"caregiver",0.38,0.006,396
"demandware",0.428,0.054,275
"describe",0.382,0.008,18217
"tower",0.496,0.122,5073
"limiting",0.374,0,4425
"aim",0.38,0.006,4111
"muni",0.486,0.112,1337
"scales",0.386,0.012,1621
"handlers",0.564,0.19,808
"sphere",0.376,0.002,430
"evaluable",0.506,0.132,415
"azure",0.38,0.006,672
"worldwide",0.426,0.054,29305
"rated",0.444,0.072,4981
"sections",0.376,0.004,3952
"designing",0.388,0.016,3725
"venues",0.44,0.068,3055
"condensate",0.384,0.012,2554
"cooperative",0.376,0.004,1281
"proposing",0.374,0.002,1166
"abdominal",0.416,0.044,631
"wavelength",0.402,0.03,392
"dengue",0.5,0.128,324
"microfluidics",0.374,0.002,242
"studio",0.43,0.058,2804
"pumps",0.452,0.08,5634
"heme",0.372,0,233
"fiery",0.59,0.218,951
"hauled",0.438,0.066,617
"itero",0.432,0.06,491
"gross",0.504,0.134,354697
"coal",0.564,0.194,30128
"hands",0.382,0.012,9996
"refresh",0.412,0.042,8918
"dates",0.41,0.04,7982
"linear",0.39,0.02,7491
"hole",0.376,0.006,4083
"collecting",0.398,0.028,4029
"warrant",0.406,0.036,3769
"attended",0.374,0.004,2723
"relied",0.382,0.012,2433
"radical",0.382,0.012,1115
"turnout",0.38,0.01,365
"collagen",0.38,0.01,312
"elong",0.482,0.112,227
"compounded",0.394,0.024,3939
"exhibit",0.396,0.026,3167
"accompanying",0.372,0.002,4888
"flywheel",0.382,0.012,841
"futurestep",0.488,0.118,393
"dreamworks",0.4,0.03,246
"accumulation",0.436,0.068,1512
"generating",0.386,0.018,36718
"depend",0.374,0.006,13542
"contractual",0.408,0.04,9317
"settlements",0.406,0.038,5641
"adults",0.41,0.042,3695
"strict",0.376,0.008,2557
"handicap",0.376,0.008,1607
"strains",0.38,0.012,547
"compete",0.394,0.026,26537
"vary",0.378,0.01,15502
"promises",0.382,0.014,1898
"attorneys",0.392,0.024,913
"query",0.372,0.004,456
"attendant",0.37,0.002,337
"reserve",0.494,0.128,45628
"advantage",0.394,0.028,79925
"government",0.502,0.136,75450
"broad",0.388,0.022,49331
"defense",0.526,0.16,22841
"reinsurance",0.522,0.156,10624
"meanwhile",0.388,0.022,4637
"semiconductors",0.392,0.026,1256
"brightness",0.424,0.058,381
"piracy",0.38,0.014,293
"highly",0.384,0.018,52344
"analyze",0.378,0.012,7148
"fraction",0.376,0.01,3074
"sooner",0.372,0.006,9918
"resistance",0.388,0.022,3275
"diagnosis",0.396,0.03,2790
"testosterone",0.452,0.086,455
"shredding",0.398,0.032,322
"flare",0.382,0.016,527
"gbp",0.414,0.05,630
"participating",0.368,0.004,22378
"marker",0.364,0,1347
"touchscreen",0.4,0.036,719
"uveitis",0.438,0.074,422
"observational",0.364,0,248
"mains",0.414,0.05,242
"multiband",0.414,0.05,190
"attractive",0.398,0.034,55630
"allowance",0.48,0.116,22168
"rely",0.368,0.004,7722
"definitive",0.376,0.012,6556
"analytics",0.524,0.16,28521
"policyholders",0.474,0.11,1662
"tacnav",0.558,0.194,274
"constipation",0.476,0.114,744
"redundancies",0.392,0.03,880
"outside",0.398,0.036,89505
"passed",0.374,0.012,12815
"accrued",0.402,0.04,7819
"nation",0.39,0.028,6036
"partnered",0.372,0.01,4412
"leisure",0.422,0.06,4059
"ngl",0.49,0.128,3124
"invoice",0.406,0.044,1767
"batches",0.366,0.004,958
"naming",0.372,0.01,932
"subpoena",0.392,0.03,262
"whereby",0.366,0.004,2601
"stocking",0.41,0.048,4648
"apprised",0.37,0.008,574
"extenders",0.432,0.07,472
"responder",0.368,0.006,779
"antimicrobial",0.398,0.036,374
"break",0.388,0.028,39688
"credits",0.484,0.124,24315
"participants",0.406,0.046,13712
"cautioned",0.368,0.008,3533
"illustrate",0.366,0.006,3439
"defend",0.364,0.004,2824
"infectious",0.444,0.084,2047
"fail",0.378,0.018,1791
"connects",0.368,0.008,1635
"powers",0.362,0.002,810
"marketer",0.374,0.014,680
"seo",0.446,0.086,582
"draconian",0.37,0.01,392
"dietary",0.38,0.02,316
"vod",0.39,0.03,288
"exclusivity",0.398,0.038,3222
"hotels",0.536,0.176,9661
"deciliter",0.39,0.03,307
"branches",0.516,0.158,14883
"delayed",0.392,0.034,19856
"intent",0.376,0.018,14709
"averaged",0.378,0.02,11199
"clinics",0.438,0.08,4790
"fallen",0.38,0.022,3421
"lucky",0.39,0.032,2568
"reservation",0.372,0.014,1569
"ceded",0.48,0.122,1091
"caveats",0.36,0.002,918
"attribution",0.362,0.004,872
"syndicate",0.378,0.02,813
"withdrawing",0.368,0.01,586
"unify",0.364,0.006,426
"nol",0.366,0.008,404
"streamed",0.358,0,343
"unrestricted",0.388,0.03,2272
"ordered",0.386,0.028,4071
"residents",0.4,0.042,2048
"revisions",0.362,0.004,3602
"maker",0.364,0.006,1484
"gamma",0.368,0.01,352
"recommends",0.36,0.002,260
"died",0.366,0.008,452
"tunnel",0.404,0.046,1429
"malicious",0.358,0,232
"vsat",0.528,0.17,495
"produce",0.398,0.042,35481
"wholesalers",0.396,0.04,2791
"oem",0.37,0.014,1718
"headset",0.484,0.128,1067
"propose",0.396,0.04,1060
"aum",0.376,0.02,923
"inventions",0.362,0.006,324
"reprocessing",0.374,0.018,302
"undergoing",0.368,0.012,2716
"deepening",0.384,0.028,2438
"imperatives",0.41,0.054,1518
"holdco",0.358,0.002,652
"stratification",0.39,0.034,508
"sapphire",0.532,0.178,937
"fracs",0.362,0.008,2187
"hypothesis",0.356,0.002,1719
"disappear",0.374,0.02,960
"exemption",0.396,0.042,918
"redistribution",0.36,0.006,857
"aggregators",0.428,0.074,662
"carte",0.358,0.004,655
"nominations",0.378,0.024,493
"manufacturability",0.382,0.028,229
"periods",0.392,0.038,47412
"faculty",0.46,0.106,1547
"pas",0.446,0.092,343
"substrate",0.46,0.106,1440
"takers",0.38,0.026,298
"analogs",0.354,0,298
"trust",0.468,0.116,16203
"inclusion",0.394,0.042,8476
"reimbursements",0.374,0.022,2330
"conditional",0.364,0.012,1113
"workdays",0.392,0.04,512
"basal",0.382,0.03,476
"nominated",0.36,0.008,445
"refunded",0.372,0.02,342
"bargains",0.354,0.002,285
"expense",0.434,0.082,327983
"subscriber",0.506,0.154,10628
"veins",0.384,0.032,416
"packet",0.406,0.054,1102
"contiguous",0.354,0.002,1222
"detectors",0.448,0.096,468
"curtail",0.362,0.01,1028
"depends",0.362,0.012,28500
"briefly",0.36,0.01,21217
"super",0.398,0.048,9686
"bundled",0.394,0.044,3592
"surely",0.364,0.014,2251
"advocate",0.366,0.016,1360
"modes",0.362,0.012,1133
"recipients",0.39,0.04,862
"debated",0.354,0.004,572
"endurance",0.362,0.012,345
"assert",0.35,0,281
"levelized",0.38,0.03,267
"liability",0.426,0.076,21596
"described",0.376,0.026,43227
"seamlessly",0.368,0.018,3221
"specificity",0.36,0.01,2802
"surround",0.364,0.014,719
"firmware",0.362,0.012,446
"readiness",0.462,0.112,3228
"masters",0.362,0.012,332
"identities",0.362,0.012,211
"checking",0.446,0.098,5245
"arise",0.352,0.004,5014
"npl",0.382,0.034,381
"honeymoon",0.392,0.044,334
"porosity",0.35,0.002,327
"geometries",0.354,0.006,309
"enthusiast",0.382,0.034,279
"writes",0.348,0,272
"injectors",0.348,0,252
"sorry",0.366,0.018,66221
"indeed",0.408,0.06,10223
"favor",0.354,0.006,9130
"slipped",0.382,0.034,2522
"red",0.444,0.096,5150
"optic",0.424,0.076,923
"bug",0.378,0.03,349
"extent",0.366,0.02,58018
"length",0.398,0.052,14195
"duty",0.358,0.012,7108
"durability",0.364,0.018,3306
"triggered",0.364,0.018,2586
"callers",0.35,0.004,1897
"technique",0.35,0.004,1425
"blockbuster",0.352,0.006,1127
"relies",0.35,0.004,832
"uncompleted",0.346,0,711
"peruvian",0.426,0.08,365
"cpe",0.348,0.002,310
"intramuscular",0.346,0,261
"antivirals",0.346,0,193
"automated",0.396,0.05,7986
"simultaneous",0.354,0.008,1300
"biomass",0.492,0.146,843
"fatal",0.352,0.006,386
"binding",0.412,0.068,1889
"importance",0.348,0.004,14898
"rationale",0.352,0.008,5999
"attack",0.358,0.014,5269
"reserved",0.378,0.034,4100
"analyzed",0.37,0.026,2385
"antibiotic",0.388,0.044,937
"gameplay",0.35,0.006,484
"urologists",0.362,0.018,355
"denosumab",0.436,0.092,354
"ranging",0.354,0.01,5303
"caller",0.376,0.032,1960
"redevelopment",0.362,0.018,784
"kiosk",0.496,0.154,1273
"anytime",0.344,0.002,6118
"tap",0.352,0.01,3820
"governance",0.388,0.046,3544
"dominated",0.352,0.01,2422
"arenas",0.348,0.006,763
"pledged",0.372,0.03,460
"acronym",0.344,0.002,330
"particles",0.372,0.03,267
"room",0.38,0.038,36109
"commitments",0.396,0.054,23955
"proportional",0.362,0.02,1594
"mounting",0.344,0.002,428
"subway",0.368,0.026,231
"ejection",0.408,0.066,325
"insurancesuite",0.342,0,267
"dataset",0.398,0.056,785
"longitudinal",0.382,0.04,308
"pjm",0.368,0.026,199
"assumptions",0.42,0.08,50715
"earned",0.4,0.06,21078
"tens",0.358,0.018,4338
"exercised",0.348,0.008,2415
"compressor",0.416,0.076,1749
"underutilized",0.37,0.03,1373
"reactivation",0.372,0.032,858
"underutilization",0.38,0.04,637
"certify",0.35,0.01,513
"genetically",0.356,0.016,505
"refrigerants",0.346,0.006,483
"compares",0.398,0.058,33363
"joined",0.366,0.026,20223
"possibly",0.354,0.014,19683
"plasma",0.568,0.228,3326
"occupancies",0.344,0.004,560
"idns",0.476,0.136,221
"tasimelteon",0.426,0.086,233
"needs",0.376,0.038,87569
"ship",0.388,0.05,24933
"queue",0.358,0.02,12729
"entertainment",0.458,0.12,11572
"engagements",0.448,0.11,7378
"powerpoint",0.364,0.026,1230
"gemcitabine",0.34,0.002,310
"taxed",0.346,0.008,1210
"fan",0.404,0.066,2685
"landmark",0.352,0.014,1015
"ski",0.474,0.136,1609
"modulator",0.342,0.004,498
"pregnant",0.348,0.01,306
"disti",0.348,0.01,189
"concerning",0.348,0.012,13538
"aid",0.382,0.046,4065
"illustrates",0.356,0.02,3927
"tenant",0.398,0.062,2817
"jointly",0.338,0.002,2167
"nurses",0.44,0.104,2052
"subcontractor",0.406,0.07,1233
"correspond",0.342,0.006,613
"withdrew",0.34,0.004,551
"visually",0.338,0.002,434
"resupply",0.36,0.024,385
"shrank",0.37,0.034,365
"grappling",0.338,0.002,295
"mechanistically",0.34,0.004,241
"illumination",0.34,0.004,213
"adopts",0.344,0.008,201
"turning",0.372,0.036,140938
"extended",0.36,0.024,27735
"temperature",0.392,0.056,3209
"isvs",0.342,0.006,218
"inertial",0.418,0.082,276
"advisors",0.496,0.162,5074
"state",0.48,0.146,70690
"strictly",0.35,0.016,4565
"monetized",0.342,0.008,1300
"midmarket",0.438,0.104,616
"subdivisions",0.386,0.052,565
"superior",0.352,0.018,15710
"meters",0.542,0.208,5098
"refining",0.402,0.068,10761
"instrument",0.486,0.152,7758
"crossing",0.362,0.028,1778
"resistant",0.352,0.018,1580
"lymphocytic",0.334,0,234
"depot",0.376,0.042,471
"symposium",0.392,0.058,708
"forward",0.378,0.046,499235
"affiliated",0.37,0.038,1446
"errors",0.362,0.03,1307
"chest",0.348,0.016,877
"depreciation",0.392,0.06,49851
"breaking",0.338,0.006,10019
"neat",0.338,0.006,719
"toxins",0.4,0.068,249
"mount",0.372,0.042,443
"summer",0.388,0.058,39816
"concluded",0.344,0.014,7752
"undertakes",0.34,0.01,7618
"amended",0.37,0.04,5578
"ruling",0.38,0.05,5036
"qualifying",0.364,0.034,2015
"assemble",0.338,0.008,901
"prelaunch",0.338,0.008,607
"arsenide",0.438,0.108,548
"geometry",0.338,0.008,414
"monolithic",0.336,0.006,272
"planner",0.374,0.044,241
"opt",0.346,0.016,1657
"colitis",0.338,0.008,510
"attritional",0.38,0.05,302
"nda",0.368,0.038,310
"hydrants",0.496,0.166,368
"agencies",0.464,0.136,21640
"baseline",0.386,0.058,12286
"background",0.35,0.022,10931
"validating",0.332,0.004,1721
"neuromuscular",0.376,0.048,547
"vacated",0.354,0.026,437
"betrixaban",0.328,0,253
"lateral",0.41,0.082,9991
"experiment",0.33,0.002,2171
"routinely",0.37,0.042,1824
"distant",0.33,0.002,1182
"interruption",0.366,0.038,2769
"modem",0.424,0.096,1439
"unbundling",0.34,0.012,281
"triglyceride",0.346,0.018,190
"desalination",0.416,0.088,579
"closely",0.344,0.018,41868
"stacked",0.402,0.076,2474
"readouts",0.34,0.014,1566
"voting",0.432,0.106,1221
"exercising",0.334,0.008,1061
"nasal",0.392,0.066,1005
"tract",0.336,0.01,747
"encompassing",0.342,0.016,695
"syringe",0.372,0.046,398
"preclinically",0.326,0,356
"amusement",0.328,0.002,238
"observer",0.332,0.006,204
"peds",0.326,0,191
"far",0.356,0.03,205969
"manipulation",0.336,0.01,220
"primetime",0.374,0.048,550
"cascade",0.352,0.026,507
"albumin",0.35,0.024,373
"unanimously",0.338,0.014,473
"greater",0.368,0.044,97009
"shorter",0.346,0.022,11991
"references",0.334,0.01,6555
"migrate",0.338,0.014,6141
"exploit",0.326,0.002,2032
"transient",0.376,0.052,1901
"immunotherapy",0.462,0.138,1260
"reader",0.348,0.024,864
"roes",0.326,0.002,431
"slurries",0.426,0.102,424
"volts",0.33,0.006,244
"lipids",0.324,0,237
"residency",0.33,0.006,232
"professor",0.34,0.016,202
"incorporate",0.328,0.004,7009
"hospital",0.51,0.186,22002
"accident",0.53,0.206,8464
"remediation",0.458,0.134,4420
"analyzers",0.43,0.106,823
"podium",0.33,0.006,493
"gigabyte",0.336,0.012,300
"race",0.42,0.096,3167
"eplex",0.392,0.068,1050
"located",0.33,0.008,14468
"widely",0.334,0.012,4817
"discover",0.334,0.012,1950
"sufficiently",0.324,0.002,1710
"lengthening",0.358,0.036,1145
